codesystem	code	description_code	value_en	description_en
obo	obo:UBERON_0004877	visceral endoderm	visceral endoderm	visceral endoderm
obo	obo:UBERON_0005168	renal interlobular vein	renal interlobular vein	renal interlobular vein
obo	obo:UBERON_0012269	equine hindlimb splint bone	equine hindlimb splint bone	equine hindlimb splint bone
obo	obo:UBERON_0010163	eyebrow	eyebrow	eyebrow
obo	obo:UBERON_0002527	pancreatic lymph node	pancreatic lymph node	pancreatic lymph node
obo	obo:UBERON_0004227	kidney pelvis smooth muscle	kidney pelvis smooth muscle	kidney pelvis smooth muscle
obo	obo:UBERON_0019281	UBERON_0019281	UBERON_0019281	UBERON_0019281
obo	obo:UBERON_0001624	anterior cerebral artery	anterior cerebral artery	anterior cerebral artery
obo	obo:UBERON_4300092	mesocoracoid element	mesocoracoid element	mesocoracoid element
obo	obo:UBERON_0015227	peristaltic circulatory vessel	peristaltic circulatory vessel	peristaltic circulatory vessel
obo	obo:UBERON_0035156	dorsolateral prefrontal cortex layer 4	dorsolateral prefrontal cortex layer 4	dorsolateral prefrontal cortex layer 4
obo	obo:UBERON_0007633	nucleus of trapezoid body	nucleus of trapezoid body	nucleus of trapezoid body
obo	obo:UBERON_0013527	pectoral flipper tubercle	pectoral flipper tubercle	pectoral flipper tubercle
obo	obo:UBERON_2005409	pars superior ear	pars superior ear	pars superior ear
obo	obo:PATO_0000261	maturity	maturity	maturity
obo	obo:UBERON_6000157	embryonic head segment	embryonic head segment	embryonic head segment
obo	obo:UBERON_0005815	anterior tubercle of transverse process of cervical vertebra	anterior tubercle of transverse process of cervical vertebra	anterior tubercle of transverse process of cervical vertebra
obo	obo:UBERON_0035841	esophagogastric junction muscularis propria	esophagogastric junction muscularis propria	esophagogastric junction muscularis propria
obo	obo:UBERON_0002066	umbilical vein	umbilical vein	umbilical vein
obo	obo:UBERON_0001385	tibialis anterior	tibialis anterior	tibialis anterior
obo	obo:UBERON_3000663	parahyoid	parahyoid	parahyoid
obo	obo:UBERON_0006267	notochordal plate	notochordal plate	notochordal plate
obo	obo:PR_000001865	PR_000001865	PR_000001865	PR_000001865
obo	obo:UBERON_0005364	superior vagus X ganglion	superior vagus X ganglion	superior vagus X ganglion
obo	obo:UBERON_0003664	manual digit muscle	manual digit muscle	manual digit muscle
obo	obo:UBERON_0036293	oral frenulum	oral frenulum	oral frenulum
obo	obo:UBERON_0013645	gular gland	gular gland	gular gland
obo	obo:UBERON_0014664	nucleus recessus posterioris	nucleus recessus posterioris	nucleus recessus posterioris
obo	obo:UBERON_0009673	accessory XI nerve cranial component	accessory XI nerve cranial component	accessory XI nerve cranial component
obo	obo:UBERON_0011945	luminal layer of epithelium	luminal layer of epithelium	luminal layer of epithelium
obo	obo:UBERON_2001102	immature anterior otolith	immature anterior otolith	immature anterior otolith
obo	obo:UBERON_0004806	vas deferens epithelium	vas deferens epithelium	vas deferens epithelium
obo	obo:UBERON_2001097	immature posterior macula	immature posterior macula	immature posterior macula
obo	obo:UBERON_0034714	epiphyseal tract	epiphyseal tract	epiphyseal tract
obo	obo:UBERON_0005933	hair root sheath	hair root sheath	hair root sheath
obo	obo:UBERON_0010239	spiral colon	spiral colon	spiral colon
obo	obo:UBERON_0002761	inferior frontal sulcus	inferior frontal sulcus	inferior frontal sulcus
obo	obo:UBERON_2000655	obsolete dorsomedial optic tract	obsolete dorsomedial optic tract	obsolete dorsomedial optic tract
obo	obo:UBERON_0002957	caudal central oculomotor nucleus	caudal central oculomotor nucleus	caudal central oculomotor nucleus
obo	obo:UBERON_3010450	dorso-lateral marginal zone	dorso-lateral marginal zone	dorso-lateral marginal zone
obo	obo:UBERON_0009985	lateral condyle of femur	lateral condyle of femur	lateral condyle of femur
obo	obo:UBERON_0010153	rumen papilla	rumen papilla	rumen papilla
obo	obo:UBERON_0003014	UBERON_0003014	UBERON_0003014	UBERON_0003014
obo	obo:UBERON_0005162	multi cell part structure	multi cell part structure	multi cell part structure
obo	obo:UBERON_0002111	artery smooth muscle tissue	artery smooth muscle tissue	artery smooth muscle tissue
obo	obo:UBERON_0000411	visual cortex	visual cortex	visual cortex
obo	obo:UBERON_0009139	right posterior cardinal vein	right posterior cardinal vein	right posterior cardinal vein
obo	obo:UBERON_0004141	heart tube	heart tube	heart tube
obo	obo:UBERON_2001016	myotome somite 2	myotome somite 2	myotome somite 2
obo	obo:UBERON_0014399	sinusoidal space	sinusoidal space	sinusoidal space
obo	obo:UBERON_0015025	manual digit 1 phalanx endochondral element	manual digit 1 phalanx endochondral element	manual digit 1 phalanx endochondral element
obo	obo:UBERON_0036212	intertragic incisure	intertragic incisure	intertragic incisure
obo	obo:UBERON_0003132	obsolete arthropod hypopharynx	obsolete arthropod hypopharynx	obsolete arthropod hypopharynx
obo	obo:UBERON_0006257	laryngotracheal groove	laryngotracheal groove	laryngotracheal groove
obo	obo:UBERON_0004151	cardiac chamber	cardiac chamber	cardiac chamber
obo	obo:UBERON_0026541	dorsomedial subnucleus of solitary tract	dorsomedial subnucleus of solitary tract	dorsomedial subnucleus of solitary tract
obo	obo:UBERON_0002409	pericardial fluid	pericardial fluid	pericardial fluid
obo	obo:UBERON_0035038	carpal tunnel	carpal tunnel	carpal tunnel
obo	obo:PR_000002039	PR_000002039	PR_000002039	PR_000002039
obo	obo:UBERON_0011688	pre-enameloid	pre-enameloid	pre-enameloid
obo	obo:UBERON_2001711	frontal-pterotic joint	frontal-pterotic joint	frontal-pterotic joint
obo	obo:UBERON_0006697	mammillotectal axonal tract	mammillotectal axonal tract	mammillotectal axonal tract
obo	obo:UBERON_2001988	centrum 6	centrum 6	centrum 6
obo	obo:UBERON_0004997	mucosa of pyloric antrum	mucosa of pyloric antrum	mucosa of pyloric antrum
obo	obo:UBERON_0010583	pedal digit 4 phalanx pre-cartilage condensation	pedal digit 4 phalanx pre-cartilage condensation	pedal digit 4 phalanx pre-cartilage condensation
obo	obo:UBERON_0028616	obsolete predominantly gray regional part of midline nuclear group	obsolete predominantly gray regional part of midline nuclear group	obsolete predominantly gray regional part of midline nuclear group
obo	obo:UBERON_0000486	multilaminar epithelium	multilaminar epithelium	multilaminar epithelium
obo	obo:UBERON_3000783	fovea capitis of humerus	fovea capitis of humerus	fovea capitis of humerus
obo	obo:UBERON_0007292	presumptive rhombomere 5	presumptive rhombomere 5	presumptive rhombomere 5
obo	obo:UBERON_2000883	obsolete fast muscle cell somite 28	obsolete fast muscle cell somite 28	obsolete fast muscle cell somite 28
obo	obo:UBERON_2005186	obsolete CoB	obsolete CoB	obsolete CoB
obo	obo:UBERON_0018292	posthypocrista	posthypocrista	posthypocrista
obo	obo:UBERON_0003444	pelvis nerve	pelvis nerve	pelvis nerve
obo	obo:UBERON_0024186	UBERON_0024186	UBERON_0024186	UBERON_0024186
obo	obo:UBERON_0001744	lymphoid tissue	lymphoid tissue	lymphoid tissue
obo	obo:UBERON_0014444	pubic ramus	pubic ramus	pubic ramus
obo	obo:UBERON_0014892	skeletal muscle organ	skeletal muscle organ	skeletal muscle organ
obo	obo:UBERON_3000904	apophysis distalis of tibiofibula	apophysis distalis of tibiofibula	apophysis distalis of tibiofibula
obo	obo:UBERON_0007635	nucleus of medulla oblongata	nucleus of medulla oblongata	nucleus of medulla oblongata
obo	obo:UBERON_2001907	epibranchial 3 element	epibranchial 3 element	epibranchial 3 element
obo	obo:UBERON_0008880	annelid pygidium	annelid pygidium	annelid pygidium
obo	obo:UBERON_0011607	hyomandibular cartilage	hyomandibular cartilage	hyomandibular cartilage
obo	obo:UBERON_0004916	anal sphincter	anal sphincter	anal sphincter
obo	obo:UBERON_0034942	vibrissal follicle-sinus complex	vibrissal follicle-sinus complex	vibrissal follicle-sinus complex
obo	obo:UBERON_0006616	right external ear	right external ear	right external ear
obo	obo:UBERON_0002186	bronchiole	bronchiole	bronchiole
obo	obo:UBERON_0017616	afferent spiracular artery	afferent spiracular artery	afferent spiracular artery
obo	obo:UBERON_2101587	pectoral fin proximal radial element	pectoral fin proximal radial element	pectoral fin proximal radial element
obo	obo:UBERON_0002881	sublingual nucleus	sublingual nucleus	sublingual nucleus
obo	obo:UBERON_2001456	pectoral fin endoskeletal disc	pectoral fin endoskeletal disc	pectoral fin endoskeletal disc
obo	obo:UBERON_2000775	hypaxial region somite 30	hypaxial region somite 30	hypaxial region somite 30
obo	obo:UBERON_0009013	white fibrocartilage	white fibrocartilage	white fibrocartilage
obo	obo:UBERON_0004581	systemic venous system	systemic venous system	systemic venous system
obo	obo:UBERON_3000469	UBERON_3000469	UBERON_3000469	UBERON_3000469
obo	obo:UBERON_0035468	costodiaphragmatic recess	costodiaphragmatic recess	costodiaphragmatic recess
obo	obo:UBERON_0006687	median sacral vein	median sacral vein	median sacral vein
obo	obo:UBERON_0004987	mucosa of laryngopharynx	mucosa of laryngopharynx	mucosa of laryngopharynx
obo	obo:UBERON_0001862	vestibular labyrinth	vestibular labyrinth	vestibular labyrinth
obo	obo:UBERON_0027874	obsolete regional part of sacral spinal cord gray matter	obsolete regional part of sacral spinal cord gray matter	obsolete regional part of sacral spinal cord gray matter
obo	obo:UBERON_0005278	nail bed of finger	nail bed of finger	nail bed of finger
obo	obo:UBERON_0008848	cranial suspensory ligament	cranial suspensory ligament	cranial suspensory ligament
obo	obo:UBERON_0023862	hippocampal formation of GP94	hippocampal formation of GP94	hippocampal formation of GP94
obo	obo:UBERON_0007753	metatarsophalangeal joint of pedal digit 2	metatarsophalangeal joint of pedal digit 2	metatarsophalangeal joint of pedal digit 2
obo	obo:UBERON_0006850	obsolete tetrapod pectoral girdle	obsolete tetrapod pectoral girdle	obsolete tetrapod pectoral girdle
obo	obo:UBERON_0003004	median raphe nucleus	median raphe nucleus	median raphe nucleus
obo	obo:UBERON_0002800	spinal trigeminal tract of pons	spinal trigeminal tract of pons	spinal trigeminal tract of pons
obo	obo:UBERON_0007625	pigment epithelium of eye	pigment epithelium of eye	pigment epithelium of eye
obo	obo:UBERON_0000070	pupal stage	pupal stage	pupal stage
obo	obo:UBERON_0018103	posterior fascicle of palatopharyngeus	posterior fascicle of palatopharyngeus	posterior fascicle of palatopharyngeus
obo	obo:UBERON_3010067	M. gracilis minor	M. gracilis minor	M. gracilis minor
obo	obo:UBERON_0015777	transitional epithelium of prostatic urethra	transitional epithelium of prostatic urethra	transitional epithelium of prostatic urethra
obo	obo:UBERON_2005382	dorsal fin proximal radial bone 5	dorsal fin proximal radial bone 5	dorsal fin proximal radial bone 5
obo	obo:UBERON_0024382	ventral nerve root of lumbar spinal cord	ventral nerve root of lumbar spinal cord	ventral nerve root of lumbar spinal cord
obo	obo:UBERON_2000233	lower oral valve	lower oral valve	lower oral valve
obo	obo:UBERON_0004500	skeletal muscle tissue of deltoid	skeletal muscle tissue of deltoid	skeletal muscle tissue of deltoid
obo	obo:UBERON_0002068	urachus	urachus	urachus
obo	obo:PATO_0001739	radiation quality	radiation quality	radiation quality
obo	obo:UBERON_0007174	medial border of scapula	medial border of scapula	medial border of scapula
obo	obo:UBERON_0002871	hypoglossal nucleus	hypoglossal nucleus	hypoglossal nucleus
obo	obo:UBERON_0004571	systemic arterial system	systemic arterial system	systemic arterial system
obo	obo:UBERON_0010349	otic capsule pre-cartilage condensation	otic capsule pre-cartilage condensation	otic capsule pre-cartilage condensation
obo	obo:UBERON_0013068	palatine torus	palatine torus	palatine torus
obo	obo:UBERON_2005068	bulbus arteriosus inner layer	bulbus arteriosus inner layer	bulbus arteriosus inner layer
obo	obo:UBERON_0005474	obsolete second polar body	obsolete second polar body	obsolete second polar body
obo	obo:UBERON_0001734	palatine uvula	palatine uvula	palatine uvula
obo	obo:UBERON_0011921	connecting stalk blood islands	connecting stalk blood islands	connecting stalk blood islands
obo	obo:UBERON_0004337	distal phalanx of manual digit 1	distal phalanx of manual digit 1	distal phalanx of manual digit 1
obo	obo:UBERON_0009899	pole of cerebral hemisphere	pole of cerebral hemisphere	pole of cerebral hemisphere
obo	obo:UBERON_3010528	articular process of palatoquadrate	articular process of palatoquadrate	articular process of palatoquadrate
obo	obo:UBERON_0003434	wrist nerve	wrist nerve	wrist nerve
obo	obo:UBERON_2005231	obsolete bifurcate interneuron	obsolete bifurcate interneuron	obsolete bifurcate interneuron
obo	obo:UBERON_0002025	stratum basale of epidermis	stratum basale of epidermis	stratum basale of epidermis
obo	obo:UBERON_0002637	ventral anterior nucleus of thalamus	ventral anterior nucleus of thalamus	ventral anterior nucleus of thalamus
obo	obo:UBERON_0023824	obsolete regional part of frontal lobe	obsolete regional part of frontal lobe	obsolete regional part of frontal lobe
obo	obo:PR_000001381	PR_000001381	PR_000001381	PR_000001381
obo	obo:UBERON_0004767	vomerine tooth	vomerine tooth	vomerine tooth
obo	obo:UBERON_0018294	premolar 1	premolar 1	premolar 1
obo	obo:UBERON_0003672	dentition	dentition	dentition
obo	obo:UBERON_0001972	submucosa of esophagus	submucosa of esophagus	submucosa of esophagus
obo	obo:UBERON_0014672	distal interphalangeal joint of pedal digit 2	distal interphalangeal joint of pedal digit 2	distal interphalangeal joint of pedal digit 2
obo	obo:UBERON_3000818	margo anterior of scapula	margo anterior of scapula	margo anterior of scapula
obo	obo:UBERON_6003023	adult abdomen	adult abdomen	adult abdomen
obo	obo:UBERON_0008958	cetacean involucrum	cetacean involucrum	cetacean involucrum
obo	obo:UBERON_0008230	tibialis	tibialis	tibialis
obo	obo:UBERON_0011798	tertial remex feather	tertial remex feather	tertial remex feather
obo	obo:UBERON_0001089	sweat	sweat	sweat
obo	obo:UBERON_0013498	vestibulo-cochlear VIII ganglion complex	vestibulo-cochlear VIII ganglion complex	vestibulo-cochlear VIII ganglion complex
obo	obo:UBERON_4300205	palato-maxillary ligament	palato-maxillary ligament	palato-maxillary ligament
obo	obo:UBERON_0010545	metatarsus skeleton	metatarsus skeleton	metatarsus skeleton
obo	obo:UBERON_0012245	silk	silk	silk
obo	obo:UBERON_0003124	chorion	chorion	chorion
obo	obo:UBERON_0002221	fontanelle	fontanelle	fontanelle
obo	obo:UBERON_2005221	dorsal larval melanophore stripe	dorsal larval melanophore stripe	dorsal larval melanophore stripe
obo	obo:UBERON_0002498	deltopectoral crest	deltopectoral crest	deltopectoral crest
obo	obo:UBERON_0006726	outer canthus	outer canthus	outer canthus
obo	obo:UBERON_0008426	transverse foramen of atlas	transverse foramen of atlas	transverse foramen of atlas
obo	obo:UBERON_0002296	dorsal mesentery	dorsal mesentery	dorsal mesentery
obo	obo:UBERON_3010187	inner metacarpal tubercle	inner metacarpal tubercle	inner metacarpal tubercle
obo	obo:UBERON_0001393	auditory cortex	auditory cortex	auditory cortex
obo	obo:UBERON_4300119	glenoid region	glenoid region	glenoid region
obo	obo:UBERON_3010308	obsolete lymphocyte	obsolete lymphocyte	obsolete lymphocyte
obo	obo:UBERON_0004681	vestibular system	vestibular system	vestibular system
obo	obo:UBERON_2101818	dorsal fin proximal radial element 1	dorsal fin proximal radial element 1	dorsal fin proximal radial element 1
obo	obo:UBERON_0002417	abdominal segment of trunk	abdominal segment of trunk	abdominal segment of trunk
obo	obo:UBERON_0035046	parotid gland intercalated duct	parotid gland intercalated duct	parotid gland intercalated duct
obo	obo:UBERON_0036065	cerebellum vermis lobule VIIAt	cerebellum vermis lobule VIIAt	cerebellum vermis lobule VIIAt
obo	obo:UBERON_0009679	set of lower jaw teeth	set of lower jaw teeth	set of lower jaw teeth
obo	obo:UBERON_0007284	presumptive neural plate	presumptive neural plate	presumptive neural plate
obo	obo:UBERON_0013417	epicranium	epicranium	epicranium
obo	obo:UBERON_0018284	lower premolar 1	lower premolar 1	lower premolar 1
obo	obo:UBERON_4200189	pedal toe disc	pedal toe disc	pedal toe disc
obo	obo:UBERON_0015001	radius endochondral element	radius endochondral element	radius endochondral element
obo	obo:UBERON_0011266	obsolete tendon of auricularis superior	obsolete tendon of auricularis superior	obsolete tendon of auricularis superior
obo	obo:UBERON_0026001	obsolete regional part of median eminence	obsolete regional part of median eminence	obsolete regional part of median eminence
obo	obo:UBERON_0004691	bulbourethral gland secretion	bulbourethral gland secretion	bulbourethral gland secretion
obo	obo:UBERON_2001566	obsolete oocyte stage III	obsolete oocyte stage III	obsolete oocyte stage III
obo	obo:UBERON_0000951	rotator muscle of the vertebral column	rotator muscle of the vertebral column	rotator muscle of the vertebral column
obo	obo:UBERON_0005254	upper leg mesenchyme	upper leg mesenchyme	upper leg mesenchyme
obo	obo:UBERON_0011148	submucosal gland	submucosal gland	submucosal gland
obo	obo:UBERON_0001854	saccule of membranous labyrinth	saccule of membranous labyrinth	saccule of membranous labyrinth
obo	obo:UBERON_0003554	hindbrain pia mater	hindbrain pia mater	hindbrain pia mater
obo	obo:UBERON_0017157	exoccipital-atlas joint	exoccipital-atlas joint	exoccipital-atlas joint
obo	obo:UBERON_0014554	CA1 stratum radiatum	CA1 stratum radiatum	CA1 stratum radiatum
obo	obo:UBERON_0009563	pastern region of limb	pastern region of limb	pastern region of limb
obo	obo:PATO_0000136	closure	closure	closure
obo	obo:UBERON_0006960	ovary stroma	ovary stroma	ovary stroma
obo	obo:UBERON_0005052	gizzard	gizzard	gizzard
obo	obo:UBERON_0000301	amniotic cavity	amniotic cavity	amniotic cavity
obo	obo:UBERON_4200179	manual claw	manual claw	manual claw
obo	obo:UBERON_0006310	vitelline venous plexus	vitelline venous plexus	vitelline venous plexus
obo	obo:UBERON_0026761	superior sagittal sulcus	superior sagittal sulcus	superior sagittal sulcus
obo	obo:UBERON_0004610	rib 11	rib 11	rib 11
obo	obo:UBERON_2001878	rib of vertebra 2	rib of vertebra 2	rib of vertebra 2
obo	obo:UBERON_0010889	ectethmoid	ectethmoid	ectethmoid
obo	obo:UBERON_0018598	lower primary canine tooth	lower primary canine tooth	lower primary canine tooth
